id,question,option_a,option_b,option_c,option_d,correct_answer,question_type,question_level,topic,subject_domain,language,model_raw,prediction,is_correct
5aa0fc06-1ef3-4426-8a44-63b47c76733e,In Asthimajja Gata Jwara charaka advocated.......,Langhana,Guduchi Ghrita,Basti,Anandabhairava Rasa,C,MCQ,Hard,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**C: Basti**

**Explanation:**

* **Asth",C,True
68f81bbf-46e5-4563-894a-d162f1d1ff71,SPRENGAL DEFORMILITY IS RELATED TO A) FEMUR B) UI NA C) SCAPULA D) ABDOMEN,FEMUR,UI NA,SCAPULA,ABDOMEN,C,MCQ,Easy,Orthopedics,Shalya Tantra (Surgery),en,"A) FEMUR 

**Explanation:**

Sprengel's deformity",A,False
ebf4d4e0-22d5-46bd-84d7-44f9a4829549,Red cell count is carried out using .....,electrocardiogram,Sphygmomanometer,haemocytometer,Haemoglobinometer,C,MCQ,Easy,Physiology,Sharir (Anatomy & Physiology),en,"C. 

**Ayurvedic Perspective:**

While Ayurveda focuses on",C,True
bf3ce53c-5bf0-4202-a453-8e627ba89488,Absence of spermatozoa in the s*men is termed as-----.,Nerozoospermia,Aspermia,Azoospermia,Oligospermia,C,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"C. Azoospermia 

**Explanation:**

In Ayurveda,",C,True
e13b18dc-9b3f-4d0d-9d0c-9bdbf9a54e11,The following are dhatri's qualities ....................................................................................................,Desha jata,kule jata,Samanavarna,all the above,D,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,"**D: all the above**

**Explanation:**

In Ayurveda,",D,True
502bade8-4211-4336-99db-c4eb2d097134,Measles vaccine is given at _____________age,1 year,10 months,9 months,2 years,C,MCQ,Easy,Preventive and Social Medicine,Swasthavritta & Public Health,en,"**A: 1 year**

While Ayurveda focuses on holistic health and",A,False
ff768e41-34e3-46c1-90f1-b6ba05779bde,Among the following ……….is not Included in Dashavidha Pariksha,Prakriti,Vikriti,Nadi,Sara,C,MCQ,Easy,Ayurvedic Diagnosis,Sharir (Anatomy & Physiology),en,"**D. Sara**

**Explanation:**

Dashavidha Pari",D,False
99551b45-fb0a-402c-98d6-a9eec05e6b7b,-----------is the most common site of puerperal infection.,Breast,Uterus,Chest,Brain,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"B. Uterus 

**Ayurvedic Perspective:**

In Ayurveda",B,True
adc5234f-427b-42c0-8e55-ea99a521b412,vaigandhya is……………………………type of stanyadusti,Kaphaja,pithaja,Vataja,none of the above,B,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,"**C: Vataja**

Vaigandhya refers to a",C,False
1f899414-6188-432e-8d76-65fee74695dc,Where in the body is erythropoietin produced ….,Spleen,Kidney,Liver,Thyroid,B,MCQ,Easy,Ayurvedic Pharmacology,Dravyaguna & Bhaishajya,en,"B. 

**Ayurvedic Analysis:**

While Ayurveda doesn'",B,True
6849031d-fcb5-4fd7-95a5-623d0a6f5506,Yauvana remains upto 30 years as quoted by,Sushruta,Vagbhat & Sushruta,Kashyapa,Charaka,B,MCQ,Easy,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"**D: Charaka**

Charaka Samhita, one of the",D,False
8d3b00f1-e442-4d51-8a25-82d8576052c8,is the cause of second trimester abortion.,Cervical erosion,Cervical polyp,Cervicitis,Cervical incompitance,D,MCQ,Medium,Prasutitantra,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"D. Cervical incompetence 

**Ayurvedic Perspective:**

While Ayurveda",D,True
9ef9f7c4-158b-4818-bb55-017984270fe1,Rheumatoid arthritis mostly occurs in individuals carrying ......,HLA-DR4 gene (HLA-human leukocyte antigen),HLA-DR1 gene,HLA-DR3 gene,all of the above,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,A: HLA-DR4 gene (HLA-human leukocyte antigen),A,True
9691df28-8e9c-4b41-8128-4b295567db33,HB% of 5 individuals is 9.3 10.6 11.9 12.2 13.5 Range of HB% is The,5.2,6.2,3.2,4.2,D,MCQ,Easy,Medical Statistics,Research & Statistics,en,"**D: 4.2**

**Explanation:**

While Ayurveda",D,True
1300bf19-f36c-4acb-aff0-5c50c0133f00,Tobacco is……poison.,Corrosive,somniferous,cardiac,spinal,C,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,"A: Corrosive 

**Explanation:**

In Ayurveda, tobacco is",A,False
c7e0ff88-5c6f-4ecc-a8d3-e66f1b4e1e9e,Stages of Pertusis are,l,2,4,3,D,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,"**D: 3**

According to Ayurveda, Pertussis (who",D,True
0aa280ce-8b1a-4bc3-b695-8cbd6dddfeff,The sivan karma is contraindicated when wound is caused by A) Kshar B) Agani C) Visha D) All above,Kshar,Agani,Visha,All above,D,MCQ,Medium,Shalya Tantra,Shalya Tantra (Surgery),en,"**D: All above**

**Explanation:**

Sivan karma,",D,True
83d27734-7fb5-49cd-aea4-438991179418,According to naturopathy in Unmad is contra indicated,Cold bath,Steam bath,Sitz bath,Spinal cord bath,B,MCQ,Medium,Yoga & Naturopathy,Yoga & Psychology,en,"**A: Cold bath**

**Explanation:**

In Ayurveda, *",A,False
6c1bbd2b-c48f-4d92-acf5-43505ca59f3e,Axonotmesis is ... A) Intrathecal rupture of nerve fibres B) Concussion of nerves with physiological paralysis of conduction in intact nerve fibres C) Partial or complete division of nerve sheath or fibres D) Pressure necrosis of nerves,Intrathecal rupture of nerve fibres,Concussion of nerves with physiological paralysis of conduction in intact nerve fibres,Partial or complete division of nerve sheath or fibres,Pressure necrosis of nerves,C,MCQ,Medium,Shalya Tantra,Shalya Tantra (Surgery),en,"**C) Partial or complete division of nerve sheath or fibres**

**",C,True
966a3f2b-2538-46d1-a0d2-0042111472e8,Prithvi Mahabhuta contents……as seen in sushruta,Rajoguna,astvatamoguna,tamoguna,Rajhatamoguna,A,MCQ,Medium,Ayurvedic Philosophy,Samhita & Siddhanta (Fundamentals),en,"**D: Rajhatamoguna**

**Explanation:**

*",D,False
edd1cb97-6e2f-41ed-94bf-65077790a8f7,Age for garbhadhanvidhi in female is----.,21yrs,16yrs,18yrs,20yrs,B,MCQ,Easy,Ayurvedic Gynecology and Reproductive Health,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"**C: 18yrs**

According to Ayurveda, the ideal",C,False
20854ff0-dd2e-499e-aa50-35d09322234c,Osteitis Fibrosa Cystica” is related to………,Hypothyroidism,Hyperthyroidism,Hypoparathyroidism,Hyperparathyroidism,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"D. Hyperparathyroidism 

**Explanation:**

Osteitis fib",D,True
bf260fcf-f6da-42cf-8a1d-e79a6fe85dde,For interal use the matra (dose) of Navasagar,2 to 8 ratti,1 to 4 ratti,3 to 6 ratti,1 to 2 ratti,A,MCQ,Easy,Rasashastra,Dravyaguna & Bhaishajya,en,"**B: 1 to 4 ratti**

Navasagar",B,False
18353118-ba0b-435f-bfe9-ae2e26a10202,Shaktiveerya vada is contributed by,Dalhan,Chakrapani,Arundatta,Kashyap,B,MCQ,Medium,Dravyaguna Vigyan,Dravyaguna & Bhaishajya,en,"**D: Kashyap**

Shaktiveerya vada is a",D,False
8ed080c1-ebb9-4cd7-b206-53e77f01e4cb,As per Sushruta Samhita “ Hridroga” is of ---------------types,5,4,3,11,B,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"D. 11 

According to the Sushruta Samhita,",D,False
7456730d-f864-499b-a256-169af3cb6e9b,Shwitra is classified as------,Daruna,Charuna,Kilasa,All of these,D,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: Daruna**

**Explanation:**

Shwitra,",A,False
39e122ea-f804-411c-ac96-e6f0d812f8e7,Charmadala vyadhi is not seen in elder children because of -----,Dosha Daurbalyat,"Sthira, Kathina and Samhat Twak and Asthi",Klesha Sahatva,Nitya Vyayama,B,MCQ,Medium,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,"**B: Sthira, Kathina and Samhat Twak and",B,True
84ada6dc-4c07-430d-a3df-6dd570239546,D-shaped pupil occurs in:,Iridocyclitis,Cyclodialsis,Iridodenesis,Iridodialysis,D,MCQ,Medium,Netraroga,"Shalakya Tantra (ENT, Eye, Dentistry)",en,"D. Iridodialysis 

**Explanation:**

In Ayurveda,",D,True
acfed268-185c-4158-98de-af84ba1f6987,Foley’s catheter is --------------,Non retaining,Bladder guiding,Self retaining,Dilating bladder,C,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,"C: Self retaining 

**Explanation:**

While Ayurveda doesn't",C,True
7c071109-db42-4e56-baea-5b976870affc,According to Sushruta ugama sthana of sira is,Amashaya,Hridaya,Nabhi,Shira,B,MCQ,Easy,Srotas,Samhita & Siddhanta (Fundamentals),en,"D: Shira 

**Explanation:**

* **Sushruta Sam",D,False
1be5d855-a238-4487-b2b7-be6d5b39d901,‘Mahaskandha’ is the lakshan found in ….dhatusarata,Rasa,Rakta,Asthi,Mamsa,C,MCQ,Medium,Ayurvedic Anatomy,Sharir (Anatomy & Physiology),en,"**C: Asthi**

**Explanation:**

* **Mahask",C,True
d038e61e-6605-451f-a40e-ea03f0733076,IN SADHYAPRANAHAR  MARMAGHATA PATIENT DIE WITHIN A) IMMIDIATE B) WITHIN 7 DAYS C) BOTH A AND B D) NONE,IMMIDIATE,WITHIN 7 DAYS,BOTH A AND B,NONE,A,MCQ,Easy,Marma Shastra,Sharir (Anatomy & Physiology),en,"**A: IMMIDIATE**

Sadhyapranahara Marmag",A,True
38462a77-76ea-49b5-a109-6bea21fb5915,Mahat is synonym of …….,Aayu,Mana,Aatma,Hardya,D,MCQ,Easy,Sanskrit,Ayurvedic Literature & History,en,"C. Aatma 

**Explanation:**

In Ayurveda, **",C,False
0fd782d2-f3b4-4d4c-8e10-71885d34bbef,PCV vaccine is given at,6 weeks,10 weeks,14 weeks,All the above,D,MCQ,Easy,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,"**D: All the above**

**Ayurvedic Perspective:**",D,True
047023ae-98c7-468a-b953-51245d4908d5,Glue sniffer’s rash is seen in,Phosphorus,Lead,Volatile substance,Hydrocarbons,C,MCQ,Medium,Toxicology,Agad Tantra & Forensic Medicine,en,"C. Volatile substance 

**Explanation:**

While Ayurveda doesn't",C,True
cadef84e-7e13-4928-9ecd-e04926c5b23a,Causes increased load of bilirubin to be metabolized by liver in neonatal unconjugated hyperbilirubinaemia are all except,Increased enterohepatic circulation,Shortened red cell life,Extra hepatic biliary atresia,Polycythemia,C,MCQ,Hard,Kaumarbhritya,Kaumarbhritya & Pediatrics,en,"**C**

**Ayurvedic Analysis:**

Neonatal unconjugated",C,True
32a8bdab-c8ae-4f16-a284-184eb2b59489,The labour becomes more difficult in primigravida over ______ years of age.,20,25,28,30,D,MCQ,Easy,Obstetrics,Stri Roga & Prasuti Tantra (Gynecology & Obstetrics),en,"**D: 30**

**Ayurvedic Perspective:**",D,True
6c95aad9-8023-4bef-a5c8-6f1c281cbc7d,"Pain in bigger joints like Trika , Janu is specialty of ------ disease.",Vatarakata,Vatakanak,Urustambha,Aamavat,D,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"A: Vatarakata 

**Explanation:**

* **V",A,False
b8a1f16f-628a-4b75-b31f-da5bdab22500,Which one is both Yantra & Shastra A) Mandalagra B) Eshani C) Karpatra D) Kankamukha,Mandalagra,Eshani,Karpatra,Kankamukha,A,MCQ,Medium,Shalya Tantra,Shalya Tantra (Surgery),en,"A) Mandalagra 


**Explanation:**

* **Yantra**",A,True
521b0fec-f26c-4c68-8a7f-92f2fc7936cd,Samas highlighting equal importance of Purvapada and Uttarapada is called as -----,Avyayeebhava,Dvandva,Tatpurush,Bahuvreehi,B,MCQ,Easy,Sanskrit,Ayurvedic Literature & History,en,"**B: Dvandva**

**Explanation:**

* **Sam",B,True
0771ae05-d70c-4865-b45d-614ea68b36de,Specific ‘Sthapana Kala’ mentioned in preparation of Lohasava is,1 month,2 months,6 months,15 days,A,MCQ,Medium,Rasa Shastra,Dravyaguna & Bhaishajya,en,"C: 6 months 

**Explanation:**

* **Sth",C,False
205f6395-4053-45cd-bc9b-561740a1f0bd,Shankha varna of stanya is mentioned in -----------------,Stanyasampat,Stanyadushti,Stanyavikruti,Stanyavaivarnya,A,MCQ,Easy,Dravyaguna,Dravyaguna & Bhaishajya,en,"A. Stanyasampat 

**Explanation:**

* **",A,True
71e96a89-78b9-41b5-b4dd-f84be60fe3b9,Ashayas explained in Sushruta Sharir Sthan….. ..Adhyaya.,4th,5th,6th,7th,B,MCQ,Easy,Sharir Kriya,Sharir (Anatomy & Physiology),en,"**A: 4th**

Ashayas (tissues)",A,False
0e63094f-5b9c-4b74-bf00-7f3ead300e56,According to Vagbhata How many types of Nasya,2,3,5,4,D,MCQ,Easy,Panchakarma,Panchakarma & Rasayana,en,"**D: 4**

According to Vagbhata, there are",D,True
c77daf86-2c14-409a-9213-c13a4a86efdb,Activities of WHO in India are ......,Health statistics,Public health administration,Health laboratory services,All above,D,MCQ,Easy,Public Health,Swasthavritta & Public Health,en,"D: All above 

The World Health Organization (WHO) takes a",D,True
2c352fed-f83b-4503-a620-08109a89e423,‘ VIRUDDHANA CH SEVANAT ’ hetu is for which strotodushti ?,Mamsa,Mjja,Asthi,Meda,B,MCQ,Medium,Ayurvedic Physiology and Pathology,Sharir (Anatomy & Physiology),en,"**D: Meda**

**Explanation:**

* **Viruddha",D,False
f9b4ecb7-f140-4e50-b7fe-c5cbb198ba02,Fast breathing in a two years old child is recognised at,> 60 breaths,> 50 breaths,≥ 40 breaths,≥ 30 breaths,C,MCQ,Easy,Public Health,Swasthavritta & Public Health,en,"**C: ≥ 40 breaths**

**Ayurvedic Perspective",C,True
0d501dc5-dafd-44b6-8adc-5e259e624ebe,Apamarga Kshara Taila is used in the treatment of,Upadansha,Netrabhishanda,KarnaBadhirya,Dantshoola,C,MCQ,Medium,Rasashastra,Dravyaguna & Bhaishajya,en,"**C: KarnaBadhirya**

**Explanation:**

*",C,True
91ca0ac5-c9f9-4289-959b-43c6c5e174f5,Where UVR is observed?,Epidermis,Dermis,Subcutaneous Tissue,Capillary Loops,A,MCQ,Easy,Modern Therapy,"Administration, AYUSH & Miscellaneous",en,"A. Epidermis 

**Explanation:**

In Ayurveda, the",A,True
fbc429cb-2fb7-41cd-b4f1-3d7cfceea0af,"According to Kashyapa, Uttana shayan is the symptom of…..",Udarshoola,Atisara,Anaha,Amadosha,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: Udarshoola**

**Explanation:**

* **",A,True
d2fbc5eb-5e00-4eb5-8d8a-babab92cdfa1,Nakulandhya is ........vyadhi according to Acharya Sushruta,Asadhya,Sadhya,Sukhsadhya,Kruchsadhya,A,MCQ,Medium,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**D: Kruchsadhya**

Nakulandhya, a condition",D,False
55b4d5b5-95ac-4628-9b3f-bcfe2c0834c1,The incubation period of Chikungunya fever is ------------------------------------------------------------------------------------------------------------------------,4-7 days,5-10 days,10-15 days,2 days,A,MCQ,Easy,Kayachikitsa,Kayachikitsa (General Medicine & Internal Medicine in Ayurveda),en,"**A: 4-7 days**

While Ayurveda doesn't",A,True
